family,variant,tp,sl,all_years_positive,positive_years,train_n,train_positive,train_negative,train_zero,train_win_rate,train_tp_count,train_sl_count,train_eod_count,train_net,train_ev,train_pf,train_max_dd,train_max_loss_streak,train_loss_streak_start,train_loss_streak_end,oos_n,oos_positive,oos_negative,oos_zero,oos_win_rate,oos_tp_count,oos_sl_count,oos_eod_count,oos_net,oos_ev,oos_pf,oos_max_dd,oos_max_loss_streak,oos_loss_streak_start,oos_loss_streak_end,all_n,all_positive,all_negative,all_zero,all_win_rate,all_tp_count,all_sl_count,all_eod_count,all_net,all_ev,all_pf,all_max_dd,all_max_loss_streak,all_loss_streak_start,all_loss_streak_end,net_2023,net_2024,net_2025,net_2026,robust_score
asia_close_10_12_largerange,"b=1.0,R>=20.0",5.0,40.0,True,4,109,97,12,0,0.8899082568807339,96,6,7,147.79799999999932,1.355944954128434,1.444685812284684,111.5600000000004,1,2023-01-03,2023-01-03,71,64,7,0,0.9014084507042254,64,7,0,40.0,0.5633802816901409,1.1428571428571428,60.0,1,2026-01-27,2026-01-27,180,161,19,0,0.8944444444444445,160,13,7,187.79799999999932,1.0433222222222185,1.3066765736121417,116.96700000000055,1,2023-01-03,2023-01-03,6.623000000000047,57.248999999999796,83.92599999999948,40.0,1.0910783630672878
14_15_mom_fade,th=12.0,5.0,25.0,True,4,29,25,4,0,0.8620689655172413,25,3,1,36.483999999999924,1.2580689655172388,1.4121740702245908,38.516000000000076,2,2025-05-12,2025-05-14,55,47,8,0,0.8545454545454545,47,8,0,35.0,0.6363636363636364,1.175,75.0,2,2026-02-05,2026-02-06,84,72,12,0,0.8571428571428571,72,11,1,71.48399999999992,0.8509999999999991,1.2477644220771116,75.0,2,2025-05-12,2025-05-14,5.0,15.0,16.483999999999924,35.0,1.0191818181818173
asia_close_10_14_largerange,"b=1.0,R>=40.0",5.0,50.0,True,4,46,42,4,0,0.9130434782608695,41,2,3,65.48599999999988,1.4236086956521712,1.4688388209941494,65.40700000000015,1,2025-05-13,2025-05-13,61,56,5,0,0.9180327868852459,56,5,0,30.0,0.4918032786885246,1.12,70.0,1,2026-02-19,2026-02-19,107,98,9,0,0.9158878504672897,97,7,3,95.48599999999988,0.8923925233644848,1.2450388398596783,70.40700000000015,1,2025-05-13,2025-05-13,10.0,10.0,45.485999999999876,30.0,0.9974801627087467
13_14_mom_fade,th=5.0,7.5,50.0,True,4,138,107,31,0,0.7753623188405797,103,5,30,119.79500000000166,0.8680797101449396,1.180353043020064,135.0,2,2024-01-02,2024-01-03,92,81,11,0,0.8804347826086957,81,10,1,78.74000000000069,0.8558695652173988,1.1489144413344443,167.5,2,2026-03-18,2026-03-19,230,188,42,0,0.8173913043478261,184,15,31,198.53500000000236,0.8631956521739232,1.1664186892542678,167.5,2,2024-01-02,2024-01-03,33.24300000000039,0.9519999999995434,85.60000000000173,78.74000000000069,0.9561304347826227
13_14_mom_fade,th=8.0,5.0,50.0,True,4,59,54,5,0,0.9152542372881356,53,2,4,94.21000000000049,1.5967796610169576,1.5476688757121309,74.03999999999951,2,2025-05-28,2025-05-29,60,55,5,0,0.9166666666666666,55,5,0,25.0,0.4166666666666667,1.1,135.0,2,2026-03-18,2026-03-19,119,109,10,0,0.9159663865546218,108,7,4,119.21000000000049,1.001764705882357,1.282474764229185,135.0,2,2025-05-28,2025-05-29,5.0,13.25,75.96000000000049,25.0,0.9400980392156904
asia_close_10_12_largerange,"b=0.0,R>=20.0",5.0,40.0,True,4,118,104,14,0,0.8813559322033898,103,7,8,105.71799999999985,0.8959152542372868,1.257860101175173,146.97700000000032,3,2025-07-09,2025-07-15,76,69,7,0,0.9078947368421053,69,7,0,65.0,0.8552631578947368,1.2321428571428572,100.0,1,2026-01-27,2026-01-27,194,173,21,0,0.8917525773195877,172,14,8,170.71799999999985,0.8799896907216487,1.2474238458394564,212.38400000000047,3,2025-07-09,2025-07-15,6.623000000000047,68.49900000000025,30.59599999999955,65.0,0.8828532696690161
13_14_mom_fade,th=5.0,5.0,20.0,True,4,138,113,25,0,0.8188405797101449,113,21,4,103.93300000000022,0.7531376811594219,1.2254184315945411,80.0,3,2025-11-28,2025-12-03,92,76,16,0,0.8260869565217391,76,16,0,60.0,0.6521739130434783,1.1875,90.0,3,2026-03-18,2026-03-20,230,189,41,0,0.8217391304347826,189,37,4,163.93300000000022,0.7127521739130445,1.2098834030883399,90.0,3,2025-11-28,2025-12-03,21.343000000000075,22.590000000000146,60.0,60.0,0.8588391304347838
asia_close_10_16_largerange,"b=1.0,R>=20.0",5.0,15.0,True,4,160,123,37,0,0.76875,123,37,0,60.0,0.375,1.1081081081081081,60.0,2,2024-08-01,2024-08-02,110,87,23,0,0.7909090909090909,87,23,0,90.0,0.8181818181818182,1.2608695652173914,55.0,3,2026-05-18,2026-05-21,270,210,60,0,0.7777777777777778,210,60,0,150.0,0.5555555555555556,1.1666666666666667,60.0,3,2026-05-18,2026-05-21,5.0,25.0,30.0,90.0,0.8446464646464648
asia_close_10_14_largerange,"b=1.0,R>=20.0",5.0,40.0,True,4,128,112,16,0,0.875,111,7,10,128.43399999999838,1.0033906249999873,1.3009732171940456,131.5600000000004,2,2025-07-09,2025-07-15,82,74,8,0,0.9024390243902439,74,8,0,50.0,0.6097560975609756,1.15625,90.0,1,2026-01-27,2026-01-27,210,186,24,0,0.8857142857142857,185,15,10,178.43399999999838,0.8496857142857066,1.2389541587376385,166.66700000000128,2,2025-07-09,2025-07-15,6.623000000000047,53.68899999999985,68.12199999999848,50.0,0.8212297630661919
asia_close_10_16_largerange,"b=2.0,R>=20.0",5.0,35.0,True,4,152,130,22,0,0.8552631578947368,129,13,10,51.5699999999988,0.33927631578946577,1.0868777091374033,90.40700000000015,2,2024-08-01,2024-08-02,108,97,11,0,0.8981481481481481,97,11,0,100.0,0.9259259259259259,1.2597402597402598,70.0,1,2026-01-08,2026-01-08,260,227,33,0,0.8730769230769231,226,24,10,151.5699999999988,0.5829615384615339,1.1548856368275664,120.40700000000015,2,2024-08-01,2024-08-02,11.623000000000047,19.58199999999988,20.364999999998872,100.0,0.8051105014244966
asia_close_10_12_largerange,"b=2.0,R>=20.0",5.0,50.0,True,4,103,91,12,0,0.883495145631068,90,4,9,137.8109999999997,1.337970873786405,1.4412041542874692,71.5600000000004,1,2023-01-03,2023-01-03,69,63,6,0,0.9130434782608695,63,6,0,15.0,0.21739130434782608,1.05,80.0,1,2026-01-27,2026-01-27,172,154,18,0,0.8953488372093024,153,10,9,152.8109999999997,0.8884360465116261,1.2495476457984944,101.9369999999999,1,2023-01-03,2023-01-03,6.623000000000047,57.248999999999796,73.93899999999985,15.0,0.7932576986855394
asia_close_10_14_largerange,"b=2.0,R>=20.0",5.0,50.0,True,4,121,106,15,0,0.8760330578512396,105,4,12,157.83699999999862,1.3044380165289142,1.429691881326119,71.5600000000004,1,2023-01-03,2023-01-03,80,73,7,0,0.9125,73,7,0,15.0,0.1875,1.042857142857143,120.0,1,2026-01-27,2026-01-27,201,179,22,0,0.8905472636815921,178,11,12,172.83699999999862,0.8598855721392966,1.2409462364392176,120.07700000000023,1,2023-01-03,2023-01-03,6.623000000000047,43.07899999999972,108.13499999999885,15.0,0.7134815721392962
asia_close_10_16_largerange,"b=0.0,R>=20.0",5.0,30.0,True,4,167,143,24,0,0.8562874251497006,142,18,7,104.46199999999953,0.6255209580838296,1.1723118643173134,126.5600000000004,3,2025-07-09,2025-07-15,114,100,14,0,0.8771929824561403,100,14,0,80.0,0.7017543859649122,1.1904761904761905,130.0,1,2026-01-16,2026-01-16,281,243,38,0,0.8647686832740213,242,32,7,184.46199999999953,0.6564483985765108,1.179745828940265,206.5600000000004,3,2025-07-09,2025-07-15,11.623000000000047,45.95900000000029,46.8799999999992,80.0,0.5942055915589661
asia_close_10_12_largerange,"b=1.0,R>=20.0",5.0,35.0,True,4,109,95,14,0,0.8715596330275229,94,9,6,77.0679999999993,0.7070458715596266,1.19605438888818,131.5600000000004,1,2023-01-03,2023-01-03,71,63,8,0,0.8873239436619719,63,8,0,35.0,0.49295774647887325,1.125,90.0,1,2026-01-27,2026-01-27,180,158,22,0,0.8777777777777778,157,17,6,112.0679999999993,0.6225999999999962,1.1664965569496122,161.96700000000055,1,2023-01-03,2023-01-03,6.623000000000047,57.248999999999796,13.195999999999458,35.0,0.5451448732394317
asia_close_10_14_largerange,"b=0.0,R>=20.0",5.0,40.0,True,4,136,120,16,0,0.8823529411764706,119,7,10,148.89799999999968,1.0948382352941153,1.3332527607307032,141.97700000000032,3,2025-07-09,2025-07-15,89,80,9,0,0.898876404494382,80,9,0,40.0,0.449438202247191,1.1111111111111112,170.0,1,2026-01-27,2026-01-27,225,200,25,0,0.8888888888888888,199,16,10,188.89799999999968,0.8395466666666652,1.2341317944179608,265.6440000000007,3,2025-07-09,2025-07-15,6.623000000000047,64.9390000000003,77.33599999999933,40.0,0.5329777677902593
